concept_id	domain	zh	en	my	english_backtranslation	english_similarity	burmese_backtranslation	burmese_similarity	source_url	action
silver-47a0678e5a79cf6b	intl	第二次伦敦海军条约	Second London Naval Treaty	ဒုတိယ လန်ဒန်ရေတပ်စာချုပ်	第二个伦敦海军条约	0.8889	伦敦海军第二次条约	1.0	https://zh.wikipedia.org/wiki/%E7%AC%AC%E4%BA%8C%E6%AC%A1%E4%BC%A6%E6%95%A6%E6%B5%B7%E5%86%9B%E6%9D%A1%E7%BA%A6	REVIEW
silver-ae9359a619b765e8	intl	第二次世界大战	Second World War	ဒုတိယကမ္ဘာစစ်	第二次世界大战	1.0	第二次世界大战	1.0	https://zh.wikipedia.org/wiki/%E7%AC%AC%E4%BA%8C%E6%AC%A1%E4%B8%96%E7%95%8C%E5%A4%A7%E6%88%98	REVIEW
silver-4190894d3d44ae14	intl	塞尔维亚	Serbia	ဆာဗီးယား	塞尔维亚	1.0	塞尔维亚	1.0	https://zh.wikipedia.org/wiki/%E5%A1%9E%E5%B0%94%E7%BB%B4%E4%BA%9A	REVIEW
silver-17b828f70a640aef	intl	斯洛伐克	Slovakia	စလိုဗေးနီးယား	斯洛伐克	1.0	斯洛伐克	1.0	https://zh.wikipedia.org/wiki/%E6%96%AF%E6%B4%9B%E4%BC%90%E5%85%8B	REVIEW
silver-1b05336270ae6b80	intl	所罗门群岛	Solomon Islands	ဆောလမုန်ကျွန်းများ	索罗门群岛	0.8	索罗门群岛	0.8	https://zh.wikipedia.org/wiki/%E6%89%80%E7%BD%97%E9%97%A8%E7%BE%A4%E5%B2%9B	REVIEW
silver-b5a9948aa2031673	intl	索马里	Somalia	ဆောမာလီ	索马里	1.0	索马里	1.0	https://zh.wikipedia.org/wiki/%E7%B4%A2%E9%A9%AC%E9%87%8C	REVIEW
silver-e0ded4e93dd57947	intl	东南亚	South-East Asia	အရှေ့တောင်အာရှ	东南亚	1.0	东南亚	1.0	https://zh.wikipedia.org/wiki/%E4%B8%9C%E5%8D%97%E4%BA%9A	REVIEW
silver-bde5cc5b7e1a7eb4	intl	西班牙	Spain	စပိန်	西班牙	1.0	西班牙	1.0	https://zh.wikipedia.org/wiki/%E8%A5%BF%E7%8F%AD%E7%89%99	REVIEW
silver-54682147a4a35f1d	intl	叙利亚	Syria	ဆီးရီးယား	叙利亚	1.0	叙利亚	1.0	https://zh.wikipedia.org/wiki/%E5%8F%99%E5%88%A9%E4%BA%9A	REVIEW
silver-9a5b8de010f2877f	intl	台湾当局	Taiwan authorities	ထိုင်ဝမ်အာဏာပိုင်များ	台湾当局	1.0	台湾当局	1.0	https://zh.wikipedia.org/wiki/%E5%8F%B0%E6%B9%BE%E5%BD%93%E5%B1%80	REVIEW
silver-d04dace5799a4f38	intl	塔吉克斯坦	Tajikistan	တာဂျစ်ကစ္စတန်	塔吉克斯坦	1.0	塔吉克斯坦	1.0	https://zh.wikipedia.org/wiki/%E5%A1%94%E5%90%89%E5%85%8B%E6%96%AF%E5%9D%A6	REVIEW
silver-8db8001ca1ad81c9	intl	塔利班	Taliban	တာလီဘန်	塔利班	1.0	塔利班	1.0	https://zh.wikipedia.org/wiki/%E5%A1%94%E5%88%A9%E7%8F%AD	REVIEW
silver-02dec79659b6a089	intl	中东战争	The Middle East War	အရှေ့အလယ်ပိုင်း စစ်ပွဲ	中东战争	1.0	战争在中东	0.8	https://zh.wikipedia.org/wiki/%E4%B8%AD%E4%B8%9C%E6%88%98%E4%BA%89	REVIEW
silver-5161a7c4069bda9f	intl	巴黎条约	Treaty of Paris	ပါရီစာချုပ်	巴黎条约	1.0	巴黎条约	1.0	https://zh.wikipedia.org/wiki/%E5%B7%B4%E9%BB%8E%E6%9D%A1%E7%BA%A6	REVIEW
silver-2929408da741b632	intl	乌克兰	Ukraine	ယူကရိန်း	乌克兰	1.0	乌克兰	1.0	https://zh.wikipedia.org/wiki/%E4%B9%8C%E5%85%8B%E5%85%B0	REVIEW
silver-afef8efe03f7e010	intl	联合国	United Nations	ကုလသမဂ္ဂ	联合国	1.0	联合国	1.0	https://zh.wikipedia.org/wiki/%E8%81%94%E5%90%88%E5%9B%BD	REVIEW
silver-54561e674df18747	intl	联合国日	United Nations Day	ကုလသမဂ္ဂနေ့	联合国日	1.0	联合国日	1.0	https://zh.wikipedia.org/wiki/%E8%81%94%E5%90%88%E5%9B%BD%E6%97%A5	REVIEW
silver-4f5acdc00fa85e9d	intl	联合国开发计划署	United Nations Development Programme	ကုလသမဂ္ဂ ဖွံ့ဖြိုးရေး စီမံကိန်း	联合国发展计划	0.8	联合国发展计划	0.8	https://zh.wikipedia.org/wiki/%E8%81%94%E5%90%88%E5%9B%BD%E5%BC%80%E5%8F%91%E8%AE%A1%E5%88%92%E7%BD%B2	REVIEW
silver-b39c0401c35ea9a5	intl	联合国人权理事会	United Nations Human Rights Council	ကုလသမဂ္ဂ လူ့အခွင့်အရေးကောင်စီ	联合国人权理事会	1.0	联合国人权理事会	1.0	https://zh.wikipedia.org/wiki/%E8%81%94%E5%90%88%E5%9B%BD%E4%BA%BA%E6%9D%83%E7%90%86%E4%BA%8B%E4%BC%9A	REVIEW
silver-d6b32b57e8c176f9	intl	联合国维持和平部队	United Nations peacekeeping forces	ကုလသမဂ္ဂ ငြိမ်းချမ်းရေးတပ်ဖွဲ့	联合国维和部队	0.875	联合国和平部队	0.875	https://zh.wikipedia.org/wiki/%E8%81%94%E5%90%88%E5%9B%BD%E7%BB%B4%E6%8C%81%E5%92%8C%E5%B9%B3%E9%83%A8%E9%98%9F	REVIEW
silver-6a6756467ca68b44	intl	联合国改革	United Nations reform	ကုလသမဂ္ဂ ပြုပြင်ပြောင်းလဲမှု	联合国改革	1.0	联合国改革	1.0	https://zh.wikipedia.org/wiki/%E8%81%94%E5%90%88%E5%9B%BD%E6%94%B9%E9%9D%A9	REVIEW
silver-0c2db0a9e8861e94	intl	联合国秘书处	United Nations Secretariat	ကုလသမဂ္ဂ အတွင်းရေးမှူး	联合国秘书处	1.0	联合国秘书长	0.8333	https://zh.wikipedia.org/wiki/%E8%81%94%E5%90%88%E5%9B%BD%E7%A7%98%E4%B9%A6%E5%A4%84	REVIEW
silver-4ea9616b52cc7bbf	intl	乌拉圭	Uruguay	ယူရူဂဲ	乌拉圭	1.0	乌拉圭	1.0	https://zh.wikipedia.org/wiki/%E4%B9%8C%E6%8B%89%E5%9C%AD	REVIEW
silver-2961211995a50843	intl	越南战争	Vietnam War	ဗီယက်နမ်စစ်ပွဲ	越南战争	1.0	越南战争	1.0	https://zh.wikipedia.org/wiki/%E8%B6%8A%E5%8D%97%E6%88%98%E4%BA%89	REVIEW
silver-c306cab4e314d1b3	intl	华盛顿会议	Washington Conference	Washington က အစည်းအဝေး	华盛顿会议	1.0	华盛顿的会议	0.9091	https://zh.wikipedia.org/wiki/%E5%8D%8E%E7%9B%9B%E9%A1%BF%E4%BC%9A%E8%AE%AE	REVIEW
silver-958a06d5ac0a8c8a	intl	冬季战争	Winter War	ဆောင်းရာသီစစ်ပွဲ	冬季战争	1.0	冬季战争	1.0	https://zh.wikipedia.org/wiki/%E5%86%AC%E5%AD%A3%E6%88%98%E4%BA%89	REVIEW
silver-5241a8960648140d	intl	世界卫生组织	World Health Organization	ကမ္ဘာ့ကျန်းမာရေးအဖွဲ့	世界卫生组织	1.0	世界卫生组织	1.0	https://zh.wikipedia.org/wiki/%E4%B8%96%E7%95%8C%E5%8D%AB%E7%94%9F%E7%BB%84%E7%BB%87	REVIEW
silver-13bee7361e5d739b	intl	世界知识产权组织	World Intellectual Property Organization	ကမ္ဘာ့ အသိပညာပိုင်ခွင့်အဖွဲ့	世界知识产权组织	1.0	世界知识权组织	0.9333	https://zh.wikipedia.org/wiki/%E4%B8%96%E7%95%8C%E7%9F%A5%E8%AF%86%E4%BA%A7%E6%9D%83%E7%BB%84%E7%BB%87	REVIEW
silver-83b6af1c64c9933f	intl	雅尔塔会议	Yalta Conference	Yalta အစည်းအဝေး	雅尔塔会议	1.0	雅尔塔会议	1.0	https://zh.wikipedia.org/wiki/%E9%9B%85%E5%B0%94%E5%A1%94%E4%BC%9A%E8%AE%AE	REVIEW
silver-b62485f1eac59123	tech	算法设计	Algorithm design	အယ်လ်ဂိုရစ်သမ်ဒီဇိုင်း	算法设计	1.0	算法设计	1.0	https://zh.wikipedia.org/wiki/%E7%AE%97%E6%B3%95%E8%AE%BE%E8%AE%A1	REVIEW
silver-b20e7bcebf4e5e19	tech	航空电子	Aviation electronics	လေကြောင်း အီလက်ထရောနစ်	航空电子	1.0	航空电子	1.0	https://zh.wikipedia.org/wiki/%E8%88%AA%E7%A9%BA%E7%94%B5%E5%AD%90	REVIEW
silver-5b9ac02b45f8dbab	tech	生物信息学	Bioinformatics	ဇီဝအချက်အလက်ပညာ	生物信息学	1.0	生物信息学	1.0	https://zh.wikipedia.org/wiki/%E7%94%9F%E7%89%A9%E4%BF%A1%E6%81%AF%E5%AD%A6	REVIEW
silver-39f618c5479bcb70	tech	生物医学工程	Biomedical engineering	ဇီဝဆေးပညာဆိုင်ရာ အင်ဂျင်နီယာ	生物医学工程	1.0	生物医学工程师	0.8571	https://zh.wikipedia.org/wiki/%E7%94%9F%E7%89%A9%E5%8C%BB%E5%AD%A6%E5%B7%A5%E7%A8%8B	REVIEW
silver-fac308fbabb82692	tech	摄像头	Camera	ကင်မရာ	摄像头	1.0	摄像头	1.0	https://zh.wikipedia.org/wiki/%E6%91%84%E5%83%8F%E5%A4%B4	REVIEW
silver-4b3c91cd05218057	tech	中国互联网协会	China Internet Association	တရုတ် အင်တာနက်အသင်း	中国互联网协会	1.0	中国互联网协会	1.0	https://zh.wikipedia.org/wiki/%E4%B8%AD%E5%9B%BD%E4%BA%92%E8%81%94%E7%BD%91%E5%8D%8F%E4%BC%9A	REVIEW
silver-abf6da732a3f996c	tech	编码理论	Coding theory	ကုဒ်ရေး သီအိုရီ	编码理论	1.0	编码理论	1.0	https://zh.wikipedia.org/wiki/%E7%BC%96%E7%A0%81%E7%90%86%E8%AE%BA	REVIEW
silver-ee929be1ceba2609	tech	认知科学	Cognitive sciences	သိမြင်မှု သိပ္ပံပညာ	认知科学	1.0	认知科学	1.0	https://zh.wikipedia.org/wiki/%E8%AE%A4%E7%9F%A5%E7%A7%91%E5%AD%A6	REVIEW
silver-af15b91d4718fb83	tech	商业软件	Commercial software	စီးပွားရေး ဆော့ဝဲ	商业软件	1.0	商业软件	1.0	https://zh.wikipedia.org/wiki/%E5%95%86%E4%B8%9A%E8%BD%AF%E4%BB%B6	REVIEW
silver-69bdd15b6b47a1c6	tech	计算化学	Computational chemistry	ဓာတုဗေဒ တွက်ချက်ခြင်း	计算化学	1.0	化学计算	1.0	https://zh.wikipedia.org/wiki/%E8%AE%A1%E7%AE%97%E5%8C%96%E5%AD%A6	REVIEW
silver-0082f7b7b06d37b1	tech	计算物理学	Computational physics	တွက်ချက်ရေး ရူပဗေဒ	计算物理	0.8	计算物理	0.8	https://zh.wikipedia.org/wiki/%E8%AE%A1%E7%AE%97%E7%89%A9%E7%90%86%E5%AD%A6	REVIEW
silver-23e6c399787b46d7	tech	计算机动画	Computer Animation	ကွန်ပျူတာ လှုပ်ရှားမှု	计算机动画	1.0	计算机运动	0.8	https://zh.wikipedia.org/wiki/%E8%AE%A1%E7%AE%97%E6%9C%BA%E5%8A%A8%E7%94%BB	REVIEW
silver-36855ea84a8b80b8	tech	计算机科学	Computer science	ကွန်ပျူတာ သိပ္ပံပညာ	计算机科学	1.0	计算机科学	1.0	https://zh.wikipedia.org/wiki/%E8%AE%A1%E7%AE%97%E6%9C%BA%E7%A7%91%E5%AD%A6	REVIEW
silver-3968ad616e5b2a3a	tech	计算机模拟	Computer simulation	ကွန်ပျူတာ ပုံတူ	计算机模拟	1.0	计算机模拟	1.0	https://zh.wikipedia.org/wiki/%E8%AE%A1%E7%AE%97%E6%9C%BA%E6%A8%A1%E6%8B%9F	REVIEW
silver-1a207fdefd18f6c7	tech	计算机病毒	Computer virus	ကွန်ပျူတာ ဗိုင်းရပ်စ်	计算机病毒	1.0	计算机病毒	1.0	https://zh.wikipedia.org/wiki/%E8%AE%A1%E7%AE%97%E6%9C%BA%E7%97%85%E6%AF%92	REVIEW
silver-694638fbd20d10a2	tech	数据通信	Data communications	ဒေတာ ဆက်သွယ်ရေး	数据通信	1.0	数据通信	1.0	https://zh.wikipedia.org/wiki/%E6%95%B0%E6%8D%AE%E9%80%9A%E4%BF%A1	REVIEW
silver-9bb882c6229ac143	tech	数据管理	Data management	ဒေတာ စီမံခန့်ခွဲမှု	数据管理	1.0	数据管理	1.0	https://zh.wikipedia.org/wiki/%E6%95%B0%E6%8D%AE%E7%AE%A1%E7%90%86	REVIEW
silver-3c48d8ed41371f37	tech	数据结构	Data structure	ဒေတာ တည်ဆောက်မှု	数据结构	1.0	数据结构	1.0	https://zh.wikipedia.org/wiki/%E6%95%B0%E6%8D%AE%E7%BB%93%E6%9E%84	REVIEW
silver-aadc2c59e11e20b3	tech	桌面环境	Desktop Environment	စားပွဲတင် ပတ်ဝန်းကျင်	桌面环境	1.0	桌面环境	1.0	https://zh.wikipedia.org/wiki/%E6%A1%8C%E9%9D%A2%E7%8E%AF%E5%A2%83	REVIEW
silver-1ed4fe960e0a29f4	tech	桌面出版	Desktop Publishing	စားပွဲတင် ထုတ်ဝေ	桌面出版	1.0	桌面出版	1.0	https://zh.wikipedia.org/wiki/%E6%A1%8C%E9%9D%A2%E5%87%BA%E7%89%88	REVIEW
silver-d1c6b4d9dbf9e71b	tech	数字电路	Digital circuits	ဒစ်ဂျစ်တယ် ပတ်လမ်း	数字电路	1.0	数字电路	1.0	https://zh.wikipedia.org/wiki/%E6%95%B0%E5%AD%97%E7%94%B5%E8%B7%AF	REVIEW
silver-dd9d95dd152d67dc	tech	数字图像	Digital Images	ဒစ်ဂျစ်တယ် ရုပ်ပုံများ	数字图像	1.0	数字化图像	0.8889	https://zh.wikipedia.org/wiki/%E6%95%B0%E5%AD%97%E5%9B%BE%E5%83%8F	REVIEW
silver-6bdb016449062c68	tech	分布式数据库	Distributed database	ဖြန့်ဝေထားတဲ့ ဒေတာဘေ့စ်	分布数据库	0.9091	分布式数据库	1.0	https://zh.wikipedia.org/wiki/%E5%88%86%E5%B8%83%E5%BC%8F%E6%95%B0%E6%8D%AE%E5%BA%93	REVIEW
silver-1b2714b812d42f77	tech	电子邮件	E-mail	အီးမေးလ်	电子邮件	1.0	电子邮件	1.0	https://zh.wikipedia.org/wiki/%E7%94%B5%E5%AD%90%E9%82%AE%E4%BB%B6	REVIEW
silver-21c97344e0d82a04	tech	电子工程	Electronic engineering	အီလက်ထရောနစ် အင်ဂျင်နီယာ	电子工程	1.0	电子工程师	0.8	https://zh.wikipedia.org/wiki/%E7%94%B5%E5%AD%90%E5%B7%A5%E7%A8%8B	REVIEW
silver-212a40c759d79022	tech	嵌入式系统	Embedded systems	Embedded စနစ်များ	嵌入式系统	1.0	嵌入式系统	1.0	https://zh.wikipedia.org/wiki/%E5%B5%8C%E5%85%A5%E5%BC%8F%E7%B3%BB%E7%BB%9F	REVIEW
silver-c28c72c839c04c1c	tech	环境科学	Environmental science	ပတ်ဝန်းကျင်သိပ္ပံ	环境科学	1.0	环境科学	1.0	https://zh.wikipedia.org/wiki/%E7%8E%AF%E5%A2%83%E7%A7%91%E5%AD%A6	REVIEW
silver-fd4fa8a25312b529	tech	专家系统	Expert system	ကျွမ်းကျင်သူစနစ်	专家系统	1.0	专家系统	1.0	https://zh.wikipedia.org/wiki/%E4%B8%93%E5%AE%B6%E7%B3%BB%E7%BB%9F	REVIEW
silver-47b6174788b64db5	tech	文件系统	File System	ဖိုင်စနစ်	文件系统	1.0	文件系统	1.0	https://zh.wikipedia.org/wiki/%E6%96%87%E4%BB%B6%E7%B3%BB%E7%BB%9F	REVIEW
silver-aff5c6551df99c22	tech	游戏引擎	Game Engine	ဂိမ်း အင်ဂျင်	游戏引擎	1.0	游戏引擎	1.0	https://zh.wikipedia.org/wiki/%E6%B8%B8%E6%88%8F%E5%BC%95%E6%93%8E	REVIEW
silver-0d85ddbfb3ac8052	tech	遗传学	Genetics	မျိုးရိုးဗီဇ	遗传学	1.0	遗传学	1.0	https://zh.wikipedia.org/wiki/%E9%81%97%E4%BC%A0%E5%AD%A6	REVIEW
silver-cb3249ce33acf8f2	tech	几何模型	Geometric Model	ဂျီသြမေတြီ ပုံစံ	几何模型	1.0	几何模型	1.0	https://zh.wikipedia.org/wiki/%E5%87%A0%E4%BD%95%E6%A8%A1%E5%9E%8B	REVIEW
silver-d1f96b24b37478be	tech	湖南农业大学	Hunan University of Agriculture	ဟူနန်နိုင်ငံ စိုက်ပျိုးရေးတက္ကသိုလ်	湖南农业大学	1.0	湖南农业大学	1.0	https://zh.wikipedia.org/wiki/%E6%B9%96%E5%8D%97%E5%86%9C%E4%B8%9A%E5%A4%A7%E5%AD%A6	REVIEW
silver-706fff850d82e66e	tech	免疫系统	Immune system	ကိုယ်ခံအားစနစ်	免疫系统	1.0	免疫系统	1.0	https://zh.wikipedia.org/wiki/%E5%85%8D%E7%96%AB%E7%B3%BB%E7%BB%9F	REVIEW
silver-aace03186b04518b	tech	信息管理系统	Information management systems	သတင်းအချက်အလက် စီမံခန့်ခွဲရေးစနစ်	信息管理系统	1.0	信息管理系统	1.0	https://zh.wikipedia.org/wiki/%E4%BF%A1%E6%81%AF%E7%AE%A1%E7%90%86%E7%B3%BB%E7%BB%9F	REVIEW
silver-c47ceb351ed02e09	tech	信息安全	Information security	သတင်းအချက်အလက် လုံခြုံရေး	信息安全	1.0	信息安全	1.0	https://zh.wikipedia.org/wiki/%E4%BF%A1%E6%81%AF%E5%AE%89%E5%85%A8	REVIEW
silver-b6ed5f46c1be9168	tech	信息系统	Information systems	သတင်းအချက်အလက်စနစ်	信息系统	1.0	信息系统	1.0	https://zh.wikipedia.org/wiki/%E4%BF%A1%E6%81%AF%E7%B3%BB%E7%BB%9F	REVIEW
silver-bea5df18ef44c9e8	tech	信息技术	Information technology	သတင်းအချက်အလက် နည်းပညာ	信息技术	1.0	信息技术	1.0	https://zh.wikipedia.org/wiki/%E4%BF%A1%E6%81%AF%E6%8A%80%E6%9C%AF	REVIEW
silver-40c026366eed73a9	tech	互联网	Internet	အင်တာနက်	互联网	1.0	互联网	1.0	https://zh.wikipedia.org/wiki/%E4%BA%92%E8%81%94%E7%BD%91	REVIEW
silver-43aaf7db702f5e92	tech	互联网审查	Internet censorship	အင်တာနက် စစ်ဆေးမှု	互联网审查	1.0	互联网检查	0.8	https://zh.wikipedia.org/wiki/%E4%BA%92%E8%81%94%E7%BD%91%E5%AE%A1%E6%9F%A5	REVIEW
silver-2f2201ffe7d0f4a4	tech	互联网服务供应商	Internet service providers	အင်တာနက် ဝန်ဆောင်မှုပေးသွင်းသူများ	互联网服务提供商	0.875	互联网服务提供商	0.875	https://zh.wikipedia.org/wiki/%E4%BA%92%E8%81%94%E7%BD%91%E6%9C%8D%E5%8A%A1%E4%BE%9B%E5%BA%94%E5%95%86	REVIEW
silver-d1af5b6220f76b6c	tech	知识管理	Knowledge management	အသိပညာ စီမံခန့်ခွဲမှု	知识管理	1.0	管理知识	1.0	https://zh.wikipedia.org/wiki/%E7%9F%A5%E8%AF%86%E7%AE%A1%E7%90%86	REVIEW
silver-266e6cb77079f0c3	tech	图书馆	Library	စာကြည့်တိုက်	图书馆	1.0	图书馆	1.0	https://zh.wikipedia.org/wiki/%E5%9B%BE%E4%B9%A6%E9%A6%86	REVIEW
silver-56dc13c94563870f	tech	机器语言	Machine Language	စက်ဘာသာစကား	机器语言	1.0	机器语言	1.0	https://zh.wikipedia.org/wiki/%E6%9C%BA%E5%99%A8%E8%AF%AD%E8%A8%80	REVIEW
silver-2e66ae470c3e0deb	tech	数学模型	Mathematical Model	သင်္ချာပုံစံ	数学模型	1.0	数学模型	1.0	https://zh.wikipedia.org/wiki/%E6%95%B0%E5%AD%A6%E6%A8%A1%E5%9E%8B	REVIEW
silver-9380bd45af355611	tech	微型计算机	Microcomputers	မိုက်ခရိုကွန်ပျူတာ	微型计算机	1.0	微型计算机	1.0	https://zh.wikipedia.org/wiki/%E5%BE%AE%E5%9E%8B%E8%AE%A1%E7%AE%97%E6%9C%BA	REVIEW
silver-d9a9e5f03592abf5	tech	微处理器	Microprocessor	မိုက်ခရိုပရိုဆက်ဆာ	微处理器	1.0	微处理器	1.0	https://zh.wikipedia.org/wiki/%E5%BE%AE%E5%A4%84%E7%90%86%E5%99%A8	REVIEW
silver-ab9e76544a192410	tech	移动设备	Mobile devices	မိုဘိုင်း ကိရိယာများ	移动设备	1.0	移动设备	1.0	https://zh.wikipedia.org/wiki/%E7%A7%BB%E5%8A%A8%E8%AE%BE%E5%A4%87	REVIEW
silver-c03ff74da21bc7d3	tech	蒙古语	Mongolian	မွန်ဂိုဘာသာစကား	蒙古语	1.0	蒙古语	1.0	https://zh.wikipedia.org/wiki/%E8%92%99%E5%8F%A4%E8%AF%AD	REVIEW
silver-74846de213c1612e	tech	博物馆	Museums	ပြတိုက်	博物馆	1.0	博物馆	1.0	https://zh.wikipedia.org/wiki/%E5%8D%9A%E7%89%A9%E9%A6%86	REVIEW
silver-15d88a8972481f30	tech	纳米技术	Nanotechnology	နာနိုနည်းပညာ	纳米技术	1.0	纳米技术	1.0	https://zh.wikipedia.org/wiki/%E7%BA%B3%E7%B1%B3%E6%8A%80%E6%9C%AF	REVIEW
silver-3e8ffee00ba0068c	tech	自然数	Natural number	သဘာဝကိန်း	自然数	1.0	自然数	1.0	https://zh.wikipedia.org/wiki/%E8%87%AA%E7%84%B6%E6%95%B0	REVIEW
silver-30723d3262003848	tech	可编程逻辑控制器	Programmable logic controller	Programmable Logic Controller ကို အသုံးပြုနိုင်	可编程逻辑控制器	1.0	通过可编程逻辑控制器	0.8	https://zh.wikipedia.org/wiki/%E5%8F%AF%E7%BC%96%E7%A8%8B%E9%80%BB%E8%BE%91%E6%8E%A7%E5%88%B6%E5%99%A8	REVIEW
silver-6891efa1e4185db9	tech	编程语言	Programming Language	ပရိုဂရမ်ရေးဘာသာစကား	编程语言	1.0	编程语言	1.0	https://zh.wikipedia.org/wiki/%E7%BC%96%E7%A8%8B%E8%AF%AD%E8%A8%80	REVIEW
silver-af52772fcd20b986	tech	心理学	Psychology	စိတ်ပညာ	心理学	1.0	心理学	1.0	https://zh.wikipedia.org/wiki/%E5%BF%83%E7%90%86%E5%AD%A6	REVIEW
silver-3a416d9a2c899590	tech	量子计算机	Quantum computers	ကွမ်တမ် ကွန်ပျူတာ	量子计算机	1.0	量子计算机	1.0	https://zh.wikipedia.org/wiki/%E9%87%8F%E5%AD%90%E8%AE%A1%E7%AE%97%E6%9C%BA	REVIEW
silver-7b27f11ee3671115	tech	量子力学	Quantum mechanics	ကွမ်တမ် မက္ကင်းနစ်	量子力学	1.0	量子力学	1.0	https://zh.wikipedia.org/wiki/%E9%87%8F%E5%AD%90%E5%8A%9B%E5%AD%A6	REVIEW
silver-2e5ca1fc384238b5	tech	实时操作系统	Real-time operating systems	အချိန်နဲ့တပြေးညီ လုပ်ဆောင်ရေးစနစ်	实时操作系统	1.0	实时操作系统	1.0	https://zh.wikipedia.org/wiki/%E5%AE%9E%E6%97%B6%E6%93%8D%E4%BD%9C%E7%B3%BB%E7%BB%9F	REVIEW
silver-9b94cde0404bca69	tech	小型计算机	Small computers	ကွန်ပျူတာငယ်များ	小型计算机	1.0	微型计算机	0.8	https://zh.wikipedia.org/wiki/%E5%B0%8F%E5%9E%8B%E8%AE%A1%E7%AE%97%E6%9C%BA	REVIEW
silver-eca0e3465e8774fd	tech	智能控制	Smart Control	အသိဉာဏ် ထိန်းချုပ်မှု	智能控制	1.0	智能控制	1.0	https://zh.wikipedia.org/wiki/%E6%99%BA%E8%83%BD%E6%8E%A7%E5%88%B6	REVIEW
silver-c0210d819d8f0a83	tech	软件开发工具包	Software development toolkit	ဆော့ဝဲဖွံ့ဖြိုးရေး ကိရိယာ	软件开发工具包	1.0	软件开发工具	0.8571	https://zh.wikipedia.org/wiki/%E8%BD%AF%E4%BB%B6%E5%BC%80%E5%8F%91%E5%B7%A5%E5%85%B7%E5%8C%85	REVIEW
silver-8cabe38d46d6a45d	tech	软件工程师	Software Engineer	ဆော့ဝဲ အင်ဂျင်နီယာ	软件工程师	1.0	软件工程师	1.0	https://zh.wikipedia.org/wiki/%E8%BD%AF%E4%BB%B6%E5%B7%A5%E7%A8%8B%E5%B8%88	REVIEW
silver-4a47a7f883286d92	tech	软件工程	Software engineering	ဆော့ဝဲ အင်ဂျင်နီယာ	软件工程	1.0	软件工程师	0.8	https://zh.wikipedia.org/wiki/%E8%BD%AF%E4%BB%B6%E5%B7%A5%E7%A8%8B	REVIEW
silver-fa2045ae6238eeba	tech	软件测试	Software testing	ဆော့ဝဲ စမ်းသပ်မှု	软件测试	1.0	软件测试	1.0	https://zh.wikipedia.org/wiki/%E8%BD%AF%E4%BB%B6%E6%B5%8B%E8%AF%95	REVIEW
silver-eae893cce34725f8	tech	标准化	Standardization	စံသတ်မှတ်ခြင်း	标准化	1.0	标准化	1.0	https://zh.wikipedia.org/wiki/%E6%A0%87%E5%87%86%E5%8C%96	REVIEW
silver-71800f1c74ac7de6	tech	超级计算机	Supercomputer	စူပါကွန်ပျူတာ	超级计算机	1.0	超级计算机	1.0	https://zh.wikipedia.org/wiki/%E8%B6%85%E7%BA%A7%E8%AE%A1%E7%AE%97%E6%9C%BA	REVIEW
silver-be0e182bad2fa122	tech	系统管理员	System Administrator	စနစ် အုပ်ချုပ်ရေးမှူး	系统管理员	1.0	系统管理员	1.0	https://zh.wikipedia.org/wiki/%E7%B3%BB%E7%BB%9F%E7%AE%A1%E7%90%86%E5%91%98	REVIEW
silver-eff4c43bade18ed8	tech	系统平台	System platform	စနစ်ဆိုင်ရာ ပလက်ဖောင်း	系统平台	1.0	系统平台	1.0	https://zh.wikipedia.org/wiki/%E7%B3%BB%E7%BB%9F%E5%B9%B3%E5%8F%B0	REVIEW
silver-2a43c7d6a8051af1	tech	系统软件	System software	စနစ် ဆော့ဝဲ	系统软件	1.0	系统软件	1.0	https://zh.wikipedia.org/wiki/%E7%B3%BB%E7%BB%9F%E8%BD%AF%E4%BB%B6	REVIEW
silver-19979c6cdb349116	tech	系统生物学	Systems biology	စနစ် ဇီဝဗေဒ	系统生物学	1.0	系统生物学	1.0	https://zh.wikipedia.org/wiki/%E7%B3%BB%E7%BB%9F%E7%94%9F%E7%89%A9%E5%AD%A6	REVIEW
silver-60749f88e0242be5	tech	系统科学	Systems science	စနစ် သိပ္ပံပညာ	系统科学	1.0	系统科学	1.0	https://zh.wikipedia.org/wiki/%E7%B3%BB%E7%BB%9F%E7%A7%91%E5%AD%A6	REVIEW
silver-c42f23fe05ae3ce6	tech	文本编辑器	Text Editor	စာသား တည်းဖြတ်သူ	文本编辑器	1.0	编辑文本	0.8	https://zh.wikipedia.org/wiki/%E6%96%87%E6%9C%AC%E7%BC%96%E8%BE%91%E5%99%A8	REVIEW
silver-9ce47da993ce4674	tech	计算理论	Theory of computation	ကွန်ပျူတာ သီအိုရီ	计算理论	1.0	计算机理论	0.8889	https://zh.wikipedia.org/wiki/%E8%AE%A1%E7%AE%97%E7%90%86%E8%AE%BA	REVIEW
silver-1d9344619c4f5b23	tech	城市规划	Urban planning	မြို့ပြစီမံကိန်း	城市规划	1.0	城市规划	1.0	https://zh.wikipedia.org/wiki/%E5%9F%8E%E5%B8%82%E8%A7%84%E5%88%92	REVIEW
